,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
8024,1,0,1,0,51.24657534246575,14.643835616438356,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8029,0,1,1,1,48.06301369863014,7.810958904109589,1,0,1,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8035,0,1,1,0,46.6054794520548,2.468493150684932,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
8039,1,0,1,0,58.93424657534246,-1000.6657534246576,1,0,1,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8043,0,1,0,0,36.93972602739726,4.975342465753425,1,1,1,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8049,1,0,1,0,62.30958904109589,-1000.6657534246576,1,0,0,0,1.0,False,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
8054,1,1,0,0,46.10958904109589,9.473972602739726,1,0,0,0,2.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8062,1,0,1,0,49.67945205479453,9.838356164383562,1,0,1,1,1.0,False,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
8063,0,1,1,0,60.57808219178082,10.558904109589042,1,0,0,0,2.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
8072,1,0,0,0,43.2958904109589,24.736986301369864,1,0,1,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8076,0,1,1,0,54.83013698630137,20.931506849315067,1,0,0,1,1.0,False,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
8078,1,0,1,2,47.30958904109589,7.057534246575343,1,0,0,0,4.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8079,1,1,0,2,33.44931506849315,2.3013698630136985,1,0,1,1,4.0,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
8083,1,0,1,0,53.0958904109589,13.75890410958904,1,1,1,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8088,0,0,1,0,63.26849315068493,1.8054794520547943,1,1,0,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8091,0,1,1,0,42.2958904109589,9.252054794520548,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8097,0,1,1,1,31.805479452054797,6.835616438356165,1,0,0,0,3.0,False,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8100,1,0,0,0,48.25753424657534,11.558904109589042,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8106,1,0,0,0,47.02465753424657,25.65205479452055,1,0,0,0,2.0,False,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
8108,1,1,1,0,44.90684931506849,4.3863013698630136,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8109,1,0,1,1,54.76712328767123,28.73972602739726,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8111,0,0,1,0,50.00547945205479,4.8054794520547945,1,0,0,0,1.0,False,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
8113,0,1,1,1,41.32876712328767,0.96986301369863,1,0,0,0,3.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
8115,1,0,1,0,62.463013698630135,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8120,1,0,1,0,59.5013698630137,-1000.6657534246576,1,0,0,1,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8123,0,1,1,0,53.69041095890411,2.7205479452054795,1,0,1,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8128,1,1,1,1,29.767123287671232,4.057534246575343,1,0,0,0,3.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8136,1,0,1,0,55.18356164383562,8.473972602739726,1,0,1,1,1.0,False,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
8139,0,0,1,0,46.78082191780822,8.06027397260274,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8148,1,0,1,0,50.51780821917808,7.556164383561644,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8152,1,0,1,0,56.0027397260274,-1000.6657534246576,1,0,0,0,1.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
8154,0,1,1,0,53.602739726027394,8.893150684931507,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8157,1,1,1,2,36.42465753424658,6.723287671232876,1,0,0,1,4.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8158,0,1,1,3,35.50684931506849,5.553424657534246,1,0,1,0,5.0,False,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8162,1,0,1,0,59.55342465753424,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8163,0,0,1,0,51.0027397260274,0.8027397260273973,1,0,0,1,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
8164,1,0,1,0,51.18630136986302,9.808219178082192,1,0,0,0,1.0,False,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
8165,0,1,1,0,44.583561643835615,6.471232876712329,1,1,0,0,2.0,False,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
8167,0,1,1,0,44.602739726027394,8.389041095890411,1,0,1,1,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8171,1,0,0,0,61.73972602739726,14.97808219178082,1,0,1,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8172,1,0,0,0,61.73972602739726,14.97808219178082,1,0,1,0,2.0,True,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8176,1,1,1,1,37.41643835616439,11.224657534246576,1,0,0,0,2.0,False,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
8177,0,1,1,1,31.65753424657534,11.224657534246576,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
8178,0,0,1,1,38.04109589041096,0.6356164383561644,1,0,0,0,3.0,False,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8181,0,1,0,0,43.92328767123288,14.810958904109588,1,0,0,1,2.0,False,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8182,1,0,1,0,30.87123287671233,6.972602739726027,1,1,1,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8185,1,0,1,0,54.96712328767124,8.389041095890411,1,1,1,0,2.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8186,0,1,0,1,34.893150684931506,0.3013698630136986,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
8187,1,0,1,0,36.83561643835616,7.473972602739726,1,0,1,0,1.0,False,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
8188,0,0,1,2,52.12602739726027,7.893150684931506,1,0,0,0,4.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8189,0,0,1,2,44.602739726027394,1.3013698630136987,1,0,0,0,4.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8190,1,0,0,2,34.61917808219178,14.643835616438356,1,0,0,0,4.0,False,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8194,1,1,1,0,43.98082191780822,5.219178082191781,1,0,0,0,1.0,False,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
8198,0,1,1,0,42.057534246575344,1.5506849315068494,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8202,1,0,1,0,53.81917808219178,1.4684931506849317,1,1,0,0,2.0,False,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8204,0,0,1,0,36.6986301369863,1.1315068493150684,1,0,0,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
8205,0,0,1,1,26.435616438356163,0.3835616438356164,1,0,0,0,2.0,False,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
8206,1,0,1,0,50.26849315068493,10.556164383561644,1,0,0,0,2.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
8207,1,0,1,1,44.72054794520548,14.97808219178082,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
8208,1,1,1,0,27.673972602739727,1.3835616438356164,1,1,1,0,2.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
8211,0,0,1,0,57.07123287671233,6.638356164383562,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8214,0,0,0,1,39.153424657534245,12.895890410958904,1,0,0,0,3.0,False,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
8215,1,1,1,1,38.586301369863016,8.893150684931507,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8217,0,1,1,0,53.25479452054795,14.558904109589042,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8218,1,0,0,1,33.07671232876712,3.8904109589041096,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
8220,1,0,1,1,34.69041095890411,3.723287671232877,1,1,1,1,3.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
8221,1,1,1,1,38.4986301369863,0.3835616438356164,1,0,1,1,2.0,False,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
8223,1,0,1,0,58.47671232876712,-1000.6657534246576,1,0,1,1,1.0,False,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
8226,1,0,1,0,60.24657534246575,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8227,1,0,1,0,27.057534246575344,4.304109589041096,1,0,0,0,2.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
8230,0,0,1,1,34.3013698630137,14.643835616438356,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8233,1,0,1,1,33.00547945205479,13.13972602739726,1,0,0,0,3.0,False,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8235,1,0,1,0,52.24657534246575,28.73972602739726,1,0,0,0,2.0,False,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8238,0,1,0,0,30.876712328767123,2.3835616438356166,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8240,0,1,1,0,51.56164383561644,8.726027397260275,1,0,1,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8241,1,0,1,1,27.876712328767123,5.3863013698630136,1,0,1,0,3.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8242,1,0,1,0,61.31232876712329,-1000.6657534246576,1,0,0,0,1.0,False,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
8243,1,0,0,1,41.50684931506849,1.96986301369863,1,0,0,0,3.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8246,0,1,0,1,59.35616438356164,11.895890410958904,1,0,0,0,3.0,False,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8251,0,0,0,1,50.1945205479452,0.3013698630136986,1,0,1,0,3.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8254,1,0,1,0,43.49315068493151,7.556164383561644,1,1,1,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8263,1,0,1,0,33.863013698630134,1.0547945205479452,1,0,0,1,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
8265,1,1,1,0,54.25753424657534,8.893150684931507,1,0,0,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
8267,0,1,1,0,53.01643835616439,2.802739726027397,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8271,0,1,1,1,48.983561643835614,-1000.6657534246576,1,0,0,0,3.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8273,0,0,1,0,33.942465753424656,5.134246575342465,1,0,0,0,1.0,False,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
8274,1,0,1,0,50.87945205479452,8.136986301369863,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8277,1,0,1,1,43.73698630136986,1.0547945205479452,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
8279,1,0,1,3,33.895890410958906,8.893150684931507,1,0,0,0,5.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8282,1,0,1,1,37.46027397260274,7.306849315068493,1,0,0,0,3.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8286,1,0,1,1,41.79726027397261,23.736986301369864,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8287,1,0,1,2,43.32054794520548,1.8027397260273967,1,0,1,0,4.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8288,1,0,1,0,41.09041095890411,4.134246575342465,1,0,0,0,2.0,False,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
8290,1,0,0,0,27.024657534246572,5.723287671232876,1,0,0,1,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
8292,1,1,0,0,59.00821917808219,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8294,1,1,1,0,62.25479452054795,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8296,1,0,0,0,46.97534246575343,4.134246575342465,1,1,1,0,1.0,False,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
8297,1,1,1,0,58.12602739726027,9.975342465753425,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8306,1,0,1,0,61.95342465753425,8.136986301369863,1,0,1,0,1.0,False,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
8309,1,1,1,0,52.89041095890411,5.219178082191781,1,0,0,0,1.0,False,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
8317,0,1,1,1,42.26575342465753,9.06027397260274,1,1,1,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8320,0,0,1,0,32.38082191780822,2.6356164383561644,1,0,0,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
8321,1,1,1,0,36.93972602739726,14.643835616438356,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8326,1,0,0,0,42.33972602739726,0.96986301369863,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8327,0,1,1,0,25.054794520547944,4.134246575342465,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8328,1,1,1,1,28.73972602739726,1.6356164383561644,1,0,0,1,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8329,1,0,0,0,40.59452054794521,3.054794520547945,1,0,0,1,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
8330,0,1,1,0,27.19178082191781,2.802739726027397,1,0,0,0,2.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8332,1,0,1,3,32.52054794520548,13.895890410958904,1,0,0,0,4.0,False,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
8334,1,0,1,0,48.583561643835615,6.471232876712329,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8342,1,0,1,0,49.21917808219178,7.893150684931506,1,0,0,0,2.0,False,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8345,1,0,0,0,44.90958904109589,5.8054794520547945,1,0,0,0,2.0,False,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
8349,1,0,1,0,50.7945205479452,-1000.6657534246576,1,0,1,0,1.0,False,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
8350,1,0,0,0,36.701369863013696,10.556164383561644,1,1,1,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
8352,1,0,1,0,50.38630136986301,6.3863013698630136,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8353,0,0,0,0,30.34794520547945,8.893150684931507,1,1,1,0,1.0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
8354,0,1,1,1,32.35342465753425,1.4684931506849317,1,0,0,1,3.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
8356,1,0,1,0,39.50410958904109,6.638356164383562,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8365,1,0,1,0,24.063013698630137,1.4684931506849317,1,1,0,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
8366,1,0,1,1,36.93150684931507,3.638356164383562,1,0,0,1,3.0,False,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
8367,1,0,1,0,57.94794520547945,-1000.6657534246576,1,0,0,1,1.0,False,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
8369,1,0,1,0,62.33150684931507,11.558904109589042,1,1,1,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
8371,1,0,1,0,54.704109589041096,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8375,0,0,1,0,56.44657534246576,3.219178082191781,1,0,0,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
8378,0,0,1,1,39.2027397260274,3.723287671232877,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
8380,0,0,1,0,27.45205479452055,1.4684931506849317,1,1,1,1,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8381,1,0,1,1,28.438356164383563,9.808219178082192,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8382,1,0,0,1,31.504109589041096,10.975342465753425,1,0,1,1,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
8383,1,0,1,0,64.48493150684932,13.391780821917807,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8385,0,1,1,0,55.10410958904109,4.8054794520547945,1,1,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8390,0,0,0,0,32.224657534246575,0.8027397260273973,1,0,0,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
8392,1,0,0,1,40.55342465753424,5.057534246575343,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8394,1,0,1,1,37.0986301369863,9.389041095890413,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
8399,1,0,1,0,47.31780821917808,2.7205479452054795,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8400,1,1,1,0,55.52602739726027,-1000.6657534246576,1,0,1,0,1.0,False,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
8401,1,0,0,0,25.16164383561644,2.3013698630136985,1,1,1,0,2.0,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
8402,0,1,1,2,41.67123287671233,12.895890410958904,1,0,0,1,4.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8406,1,0,1,0,48.74246575342466,13.895890410958904,1,0,0,0,2.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
8409,0,0,0,0,26.035616438356165,0.96986301369863,1,1,1,0,1.0,False,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
8410,1,1,1,0,60.70958904109589,16.065753424657533,1,0,1,0,2.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8411,0,1,0,0,41.59178082191781,8.389041095890411,1,0,0,0,2.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
8413,0,1,1,1,41.67671232876712,3.4712328767123286,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8416,1,0,1,0,47.63835616438356,4.553424657534246,1,0,1,1,1.0,False,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
8419,0,1,0,0,29.964383561643835,3.1342465753424658,1,0,0,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
8421,1,0,0,0,38.704109589041096,5.638356164383562,1,1,1,1,1.0,False,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
8422,1,1,1,1,44.347945205479455,10.221917808219178,1,1,1,0,3.0,False,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
8426,0,1,1,0,50.78630136986301,0.96986301369863,1,0,0,0,2.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
8427,0,1,1,0,29.101369863013694,3.219178082191781,1,0,0,0,2.0,False,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
8429,0,0,1,0,59.90958904109589,9.893150684931507,1,0,0,0,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8430,0,1,1,0,56.8986301369863,9.64109589041096,1,0,1,1,2.0,False,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
8431,1,0,1,0,45.49315068493151,3.723287671232877,1,0,0,1,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8434,0,1,0,0,23.194520547945206,3.3863013698630136,1,0,0,0,1.0,False,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
8437,1,0,1,0,59.11780821917808,-1000.6657534246576,1,0,0,0,1.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
8438,0,1,0,0,48.66301369863014,6.8054794520547945,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8448,1,1,1,0,51.76164383561644,6.638356164383562,1,0,0,0,2.0,False,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8450,1,0,1,1,38.54520547945206,8.473972602739726,1,0,0,1,3.0,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8452,1,0,1,0,64.26849315068493,-1000.6657534246576,1,0,0,1,2.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8453,1,1,1,2,36.2958904109589,7.136986301369863,1,0,1,0,4.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8454,1,0,1,2,31.523287671232875,6.3863013698630136,1,0,0,0,4.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8459,1,0,1,0,49.84931506849315,31.65753424657534,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8462,0,0,1,0,47.61643835616438,18.065753424657533,1,0,0,0,2.0,False,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8464,0,1,1,0,28.975342465753425,2.468493150684932,1,1,1,0,1.0,False,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
8465,1,0,1,0,56.37534246575343,-1000.6657534246576,1,0,0,0,1.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
8466,1,1,1,0,63.01917808219178,-1000.6657534246576,1,0,1,0,2.0,False,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8467,1,0,1,0,64.76438356164384,-1000.6657534246576,1,0,0,0,1.0,False,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
8468,1,0,1,1,30.68219178082192,7.057534246575343,1,0,0,0,3.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
8469,1,0,0,0,42.08219178082192,1.1315068493150684,1,0,0,1,2.0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8472,0,0,1,0,52.465753424657535,20.315068493150687,1,0,0,1,2.0,False,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8474,1,1,1,0,54.50684931506849,-1000.6657534246576,1,0,1,0,2.0,False,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8475,1,0,1,0,37.84383561643836,9.221917808219178,1,0,0,0,1.0,False,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
8476,1,0,1,1,40.59452054794521,1.1315068493150684,1,0,0,1,3.0,False,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
8478,1,0,1,0,43.9013698630137,0.4684931506849315,1,0,0,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8481,1,1,1,1,37.23561643835617,8.893150684931507,1,0,0,0,3.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8484,1,0,1,0,46.84931506849315,3.3863013698630136,1,1,1,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8487,1,1,1,0,55.41917808219178,-1000.6657534246576,1,0,0,0,2.0,False,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8490,1,1,1,0,30.71232876712329,4.723287671232876,1,1,0,0,2.0,True,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8491,0,0,0,3,32.21095890410959,1.8027397260273967,1,0,0,0,5.0,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
8492,1,1,1,0,47.47945205479452,2.6356164383561644,1,0,1,0,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8495,1,0,0,1,28.945205479452056,8.136986301369863,1,0,0,0,3.0,False,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
8496,1,1,1,0,32.42739726027397,12.728767123287671,1,0,0,1,2.0,False,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
8497,0,1,1,0,40.62191780821918,11.06027397260274,1,0,1,1,2.0,False,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
